Description,DescValue
oea,8
computer-related,2
remotely,4
software/hardware,2
backup/restore,2
refresh,4
disagreements,2
eaoâ€™s,2
process/system,2
internship-level,2
student's,4
undergraduate,12
ogc,12
"1)	as",2
"	2",2
"	draft",6
protests,6
non-responsive,2
"	3)	negotiate",2
transactional,8
raised,9
tying,2
ccrb's,4
headed,8
prosecutor,8
apu's,4
plea,4
eard,6
ceqr-view,6
revenue/economic,2
anal,2
premier,37
programsâ€”environmental,2
poison,14
centerâ€”use,2
"â€¢	formulate",4
overarching,10
accomplishments,12
deletions,6
#7036,2
assessment/impact,2
hasp,2
fsp,2
mhp,2
rap,2
conceptualizes,2
multi-modal,2
printed,9
vendors/printers,2
specs,2
solicits,6
proofs,2
visuals,4
classroom-based,2
age-appropriate,4
workbooks,4
signage,12
kids,6
produces,5
banners,2
outdoor,9
info-graphics,2
lad,2
translation,16
art-related,2
remodel,2
facilityâ€™s,2
predesign,2
stamp,7
schematic,3
real-estate,2
architectural/engineering,4
depository,4
#5039,4
#5537,4
mosaics,4
phoned-in,2
homeowner,6
foils,2
litigations,2
infoline,4
cchrâ€™s,2
caller,2
grass-root,2
otherwise,15
cchr,2
"â€¢	enter/update/retrieve",2
docketing,2
sbsâ€™,14
â€¢strategically,4
â€¢plan,7
â€¢promote,6
187,2
"â€¢	delivering",2
relinquishment,8
salvaging,4
reserve-a-car,2
borrow,2
chauffeur,2
attendants,2
dependability,4
absolute,4
privacy,14
discussed,3
procures,6
in-demand,4
moreover,4
â€¢effectively,4
greatest,2
dues,2
pdn,2
opa's,2
counsel/director,4
predicated,2
"â€¢	analyzes",2
revealed,2
"â€¢	briefs",2
impending,6
"â€¢	advises",6
compliance-monitoring,4
"â€¢	through",2
mutually,6
"â€¢	confers",2
eeo-personnel,2
"â€¢	drafts",4
proposes,6
delineated,4
library/legal,2
"â€¢	educates",2
publisher,4
marketer,2
trendsetting,2
hmm,4
ads,6
digital/social,2
lifestyles,2
grassroots,2
circulation,2
broadcast,2
pre-recorded,2
spots,2
banner,2
buyer,4
qualitythe,2
1.direct,2
2.coordinate,2
3.ensure,2
4.monitor,2
5.prepare,2
6.determine,2
7.collaborate,2
8.manage,2
9.develop,2
11.track,2
"â€¢	creation",2
"â€¢	analysis",6
kept,8
relocate,2
unnecessary,4
"â€¢	disposal",2
"â€¢	inspect",3
disrepair,2
pickups,4
"	with",2
gotomeeting,2
"â¿	interact",2
"â¿	develop",10
"â¿	assist",14
"â¿	coordinate",4
"â¿	maintain",4
plans/documents,2
"â¿	research",2
interwoven,2
teamsite,2
"â¿	compose",2
teams/liaisons,2
"â¿	support",2
floodplain,4
sd,20
wind,2
"â€¢	function",2
education/outreach,2
"5,400",2
patrolmen,1
assures,3
default,2
avoidance,4
reasoned,2
issue/dispute,2
agen,2
elec,2
offic,2
comprises,2
$185 ,2
traded,3
yield,4
$19 ,2
counselâ€™s,35
trustees,5
geographies,11
insuring,2
distributions,10
counting,4
currency,2
totals,1
posts,11
politely,1
whereby,1
"â€¢	reconcile",1
tally,3
warranted,5
"â€¢	quickly",1
familiess,2
amends,2
operationalizes,2
feeding,22
unmet,11
voluntary,15
nycemâ€™s,6
voad,2
"â€¢	producing",2
feeding/mass,2
"â€¢	any",4
pneumatic,11
telemetric,10
metering,10
parameter,2
dosing,2
recorders,8
rpz,2
analyzers,2
intercoms,2
cold,6
heights,6
depths,2
relay/repair,10
plug,8
tapes,8
nycdot's,2
â€œcomplete,2
streetsâ€,2
livability,5
aesthetics,2
cost-effectiveness,7
staffs,2
$760 ,4
salvage,8
deletion,2
privatized,2
defensive,7
workings,2
autocadd,2
plotter,2
ftp,2
unbiased,2
dss/hra/dhs,2
areasâ€”and,2
experimental,2
quasi-experimental,2
mixed-methods,2
snap,14
client-staff,2
scans,2
ocmeâ€™s,10
â€œessential.â€,8
â€œessentialâ€,10
mortem,3
intercepting,2
tasks/duties,4
diversion,16
purifying,2
centrifuges,2
exchanger,2
composition,4
warning,4
containment,4
attendant,2
barges,2
wash,4
rigging,2
grit,2
vactor,4
employment:,2
c92,2
flammable,6
combustible,6
f60,2
torch,4
g22,2
lpg,4
hi-lo,2
forklifts,2
g44,2
g46,2
non-flammable,2
compressed,2
gases,11
g60,2
g98,2
compressible,2
s94,2
portable,6
8313,4
cdl,2
collating,3
docs,1
up/delivery,1
mailbox,1
reinstatements,4
restorations,3
rehire,1
condemnation,8
easements,4
59,9
maiden,7
evergreen,1
loading/unloading,1
court-appointed,1
pallet,1
skid,1
steers,1
neat,10
posture.under,2
"""owners,""",2
monitoring.the,2
occurred,12
risks/breaches,2
harden,2
hardening,2
endpoints,2
private/public,2
federal/city,2
group/one-on-one,2
resilience,12
"â€¢	finalize",2
operationalize,4
"â€¢	streamline",2
sheltering,2
partnersâ€™,4
"â€¢	carryforward",2
prototype,4
tours,10
remedy/crm,2
password,12
kb,1
reassignments,1
outage,1
interruptions,1
deprovisioning,1
self-service,5
mttr,1
dissatisfied,1
ars,1
dirad,1
compose,9
spotlight,1
"officer				",2
"70817							",2
hire:,4
"$46,012 ",2
incumbent:,2
"$51,993 ",2
"sergeant				",2
"			",15
"security		",2
forty,6
tours/shifts,2
mornings,2
"â€¢	instruct",2
"â€¢	delegate",2
poc,2
ccure,2
"1.	programming",2
"2.	programming",2
door,13
open/close,2
"3.	generating",2
restricted,10
shields,4
reprogram,2
congestion,8
experiments,2
manipulating,2
preference,6
greet,2
findings/recommendation,2
issues/projects,2
influencing,2
on-street,4
metered,3
low-income,27
birthday,6
haitian-creole,4
washington,2
inwood,2
women's,30
tci,12
bilingual,4
spanish-speaking,8
girls,4
neighborhoods:,2
bushwick,2
canarsie,4
sunset,2
hollis,2
village,2
reside,1
boc,4
â€œeyes,2
earsâ€,2
pens,2
unfettered,2
boardâ€™s,10
decrees,2
h+h,4
above-mentioned,8
disturbances,2
escapes,4
tuesday,8
sorted,2
2pm,1
3pm,1
w2â€™s,1
undistributed,1
refunded,1
319,1
timekeepers,3
check(s,1
locked,1
5pm,3
answered,1
courteously,4
wi,2
60,12
rebaselining,2
customer-service/partnerships,2
required/requested,2
4/3/18,2
sqc,2
workmanship,4
a.is,2
b.complies,2
compare,6
worksite,12
off-site,15
existence,4
3-Jan,4
1/15/18,4
town+gown,2
t+g's,2
experiential,2
t+g,6
blog,4
symposium,4
chimp,2
gown,4
page,10
http://www1.nyc.gov/site/ddc/about/town-gown.page,2
it-related,6
vendors/suppliers,4
licensees,21
6-109,4
421-a,12
occupations,6
workersâ€™,8
employersâ€™,2
underpayment,2
immigrant,20
seminars,11
covert,6
recordings,8
analog,4
chain,14
fabricating,2
casings,2
hide,2
photo-documenting,2
optometry,14
optometrist,6
arises,4
"baby""â",2
maternity,14
post-partum,2
â€œfiscal,2
analystâ€,2
rendered,14
mhil).the,2
disseminates,12
e-health,2
modalities,4
mhil,6
cpic,4
participatory,12
struggling,4
disorders.under,2
research/investigations,8
rapid-cycle,2
thrivenyc,20
papers/report,2
addenda,4
post-bid,2
comparison/analysis,2
audio/visual,8
table,14
privileges,4
differing,4
reflects,13
apprise,4
operationsâ€™,8
contraction,2
reason,4
emr,14
finger,2
bcdptc,20
burden,8
published,8
informatics,10
collaborations,26
catalogs-maintaining,4
mpi,14
multi-terabyte,2
longitudinal,14
epi-master,2
uploaded,4
hcm)/hr,1
id,13
staples,1
bands,1
categorize,1
applicationâ€™s,1
scanned,3
discard,1
duplicates,1
viewer,6
adjudication/special,1
"â€¢	reschedule",1
close-outs,14
tr,4
credentials,4
â€¢building,4
â€¢issue,6
un-permitted,6
adjudicates,5
seized,4
adjudicating,6
oath;s,2
tribunalâ€™s,2
"â€¢	adjudicating",4
"â€¢	handling",7
diem,4
"â€¢	cooperatively",2
non-attorneys,4
recognize,2
doiâ€™s,4
resides,6
vendor/professional,2
vcp,2
doi's,12
ipsig)/integrity,6
telecommunication's,2
911,2
call-taking,2
computer-aided,2
hiv-related,4
counts,12
diagnoses,10
trajectory,2
became,2
"750,000",2
antiretroviral,2
resistance,2
dataset,6
import,12
ehars,4
management/cleaning,4
conceptualization,2
organization:,2
"o	represent",2
"o	convert",2
"o	assist",10
"o	manage",8
"o	provide",2
"o	contribute",4
pmo:,2
"o	when",4
cross-project,2
issues/risks,3
mitigated,4
"o	evaluate",2
soon-to-be,2
reusing,2
"o	ensure",8
statuses,4
"o	determine",2
"o	to",2
credentialing/tracking,2
pmlc,2
"o	participate",2
gartner,2
"o	promote",2
"o	elaborate",2
"o	identify",2
"o	meet",2
"o	counsel",2
"o	mentor",2
"o	hire",2
"o	work",4
standards:,2
"o	have",2
"o	make",2
incorporating,6
ryan,16
edits,6
ctp,22
provider's,2
reserve,2
invites,2
attendees,6
gotham,4
seating,2
signatures,2
invitation,2
tech.,1
population-level,4
yorkersâ€™,8
collaborators,6
bio-specimens,2
research-driven,8
training/education,2
cuny,4
â€¢cultivate,6
sector/umbrella,2
â€¢liaise,2
â€¢summarize,2
hirenyc,10
eye,2
learnings,2
â€¢research,2
advisement,4
â€¢leverage,4
levers,4
seekers,8
â€¢recommend,4
subsidies,9
pay-off,2
â€”,6
basketball,6
550,6
67,6
51,6
monuments,6
museums,10
festivals,6
digging,6
balling,3
burlapping,3
transplanting,8
sod,9
potting,3
propagating,3
greenhouses,3
nurseries,3
planted,3
replacements,6
codebooks,6
recode,2
irb,8
journals,12
internationally,17
public-sector,5
offices:,4
scenario,2
disallowances,10
realize,16
preserve,20
partnershipsâ€™,4
cep,4
rees,34
measurably,8
residentsâ€™,8
philanthropies,4
nrta,12
nycha's,10
day-to,2
pre-screening,6
post-training,2
continuation,4
employer-linked,2
graduates,6
alumni,4
recruiter,4
autonomy:,4
advantage,8
attract,10
"	closely",4
skillset,6
"	develop",14
divisions/bureaus,4
"	educate",4
preconceived,4
biases,4
affiliation,4
forging,4
"	utilize",6
profile,24
reached,6
faster,8
competitors,7
"	routinely",4
rodents,4
rodent-borne,4
rats,4
reduces,14
methods:,4
stoppage,6
judicious,5
throughs,2
1988,2
control's,2
t-tap,4
non-clinical,4
decrease,8
101,8
fundamentals,2
motivational,2
prep/pep,2
content/curriculum,4
evolving,25
inbox,4
listings,4
experts/trainers,2
yrbs,4
hospitalization,4
recoding,2
imputing,2
requesters,2
rescue/recovery,4
renowned,8
influences,2
survived,2
attacks,22
wtchr's,2
mid-career,2
wtc,12
ptsd,4
depression,4
anxiety,2
impairment,2
methodologic,2
nested,4
regarded,2
sub-unit,2
co-author,2
11-Sep,2
questionnaire,6
identifiable,2
fact-to-face,2
try,6
litigate,4
drugs,4
multi,4
webpages,2
curate,2
"300,000",12
incomes,17
hpdâ€™s,53
hcv,3
pbv,1
coc,1
mod,1
altogether,1
"40,000",1
"9,000",1
choice,7
decent,4
difference,1
inspected,14
renovated,1
owner,18
portability,2
fss,3
dtrâ€™s,1
homeownership,5
ticklers,1
8's,1
cross-trained,3
@,1
dtr,5
_java,2
phern,4
adp,2
pp,2
subscribing,2
unsubscribing,2
dialogic/vesta,2
han,2
bio-terrorism,2
registries,2
warehouses,8
eclrs,2
cdss,2
transformed,2
syndromic,2
maven,8
disease's,2
t&i,10
evacuation,4
non-evacuation,2
maritime,2
non-transportation,2
regulate,12
panynj,2
nycdoe,2
uscg,2
transcom,2
brea's,2
tattoo,8
rate:,10
rate-annual,2
stroke,6
hygieneâ€™s,12
spearheads,6
think,22
locally,6
"â€¢	assessing",4
receptivity,6
tobacco-related,6
"â€¢	initiating",4
"â€¢	educating",4
maiic,12
industryâ€™s,8
miic,2
certainty,2
â€¢equip,2
adaptation,2
modes,4
maiicâ€™s,4
apprenticeship,4
occupation,2
consortium,2
viable,8
unemployed,2
â€¢inform,2
stackable,2
fed,2
rev,2
mon,2
mechanic,18
homeland,8
ambulances,2
"	serve",4
contact/liaison,2
prescreening,2
on-the-spot,2
"	in",4
hrtp,16
lucrative,2
cooperatives,16
entrepreneurs,8
strive,6
â€¢identify,15
providers:,2
â€¢organize,2
â€¢compile,4
negatively,4
secret,2
shopping,3
scsep,6
v,4
grantor,2
dftaâ€™s,12
show,4
dfta,15
full-cycle,2
"1)	audit",2
aiims,2
"2)	learning",2
dep/oehs,2
procurement/administration,2
parties/vendors,4
profile:,10
passport,32
programs/applications,2
teamsmembers,2
prototyping,4
apis,4
imanage,12
dms,4
worksite/filesite,2
docuauto,2
administrator:,2
tunes,4
versions,8
stays,4
understands,7
matter-centric,4
workspace,4
coexistence,2
"â€¢	trains",4
well-developed,2
"""lenses""",2
broad-minded,2
cpsds,2
cleanliness,4
para-transit,2
van,2
cjra,2
hpd's,15
percentage,2
underwriting,12
re-zonings,2
pace,16
financially,10
multifamily,2
pre-development,2
quantifying,2
ombâ€™s,6
19th,6
20th,2
centuries,2
prek,2
rd,4
importing,3
{amended),2
labs,13
reorganization,4
bsl-3,2
phl's,2
succinct,4
four-month,4
graduation,6
omb's,2
assembles,4
foremost,2
rely,2
briefed,6
statutory,5
governments,2
needy,2
tanf,2
"â€¢	undertake",4
cross-state,2
comparisons,6
explored,2
bib,10
ipsig,4
fingerprinting,8
court-mandated,6
episode,6
psychosis,6
scattered,2
premise,4
â€œbest,3
practices.â€,2
"	address",4
"	refer",2
recovery-orientation,2
"	act",2
"	undertake",6
renovation,10
mini-bids,2
delivery/installation,2
"â€¢	specify",2
finishes,2
"â€¢	assemble",4
mini-bid,6
min-bid,2
manifests,2
"â€¢	award",2
"â€¢	process",11
po,7
punch,6
hypertension,36
htn,18
contributors,4
workgroup,12
year-to-year,2
fundraising,10
least-cost/highest,4
minimizes,4
maximizes,7
conveys,8
society,4
ambient,4
positon,4
prowess,2
externally,18
limitations,4
greatly,2
tmdl,2
trc,2
wwrf,2
effluent,2
shoreline,4
pretreatment,4
sdpes,2
sentinel,2
federally,5
programsâ€”the,2
radiological,6
healthâ€”and,2
programs:,8
wide-ranging,2
scholars,4
health/preventive,2
chi,2
liaison/spokesperson,2
seattle,2
los,4
angeles,2
hrtp's,2
demanding,2
fantastic,2
hydrologic,2
h&h,2
esriâ€™s,2
swmm,2
infoworks,2
estimates/,2
engineerâ€™s,6
ese,10
formed,8
evaporative,12
condensers,12
legionellae,4
educates,4
facility/premises/owner,4
/operator,4
summons,8
community's,2
eating,2
post-tests,2
awareness-raising,2
cat,14
ylt,2
borough-specific,2
$195 ,3
appendices,3
technology-related,2
thinking/analytical,2
enterprise-level,4
schedule/critical,2
path,2
on-schedule,2
motivation,2
timetables,4
management/care,2
faced,6
elevate,6
relay,38
eds,4
non-fatal,2
ed,4
subcontracted,2
huddles,2
"	aid",2
ecologically,1
piped,1
preserves,3
allowing,11
dept,19
usepa,1
"â€¢	notify",1
vandalism,5
instructed,2
modeling/drainage,2
ico,4
integrity-related,2
non-criminal,2
earners,2
issues/concerns,4
investigationâ€™s,4
"â€¢	fostering",2
race-based,6
racism,8
resultant,2
8006,2
2/6/18,2
overhauls,12
special-purpose,2
"""troubleshooter""",2
motorpowered,2
ignition,2
rear,6
differential,6
wheels,4
relines,4
clutches,2
journeymen,6
helpers,8
#8007,2
2/6/18,2
"""trouble",2
"shooter""",2
$191 ,2
october,18
securityâ€™s,2
usdhs,2
cims,2
concert,4
cims-specific,2
csc,4
grass-roots,6
faith,6
celebrations,8
communicator,6
aggressively,6
well-ordered,2
q&a,2
opeds,2
angle,2
story,8
granting,7
invite,2
flagging,2
newspapers,2
poured,2
moderate-income,4
jobs-plus,22
earnings,2
working-age,2
rent-based,2
ceo,4
twenty-seven,2
pennsylvania-wortman,2
abides,2
penn-wortman,6
incentive,13
disallowance,2
jpeid,2
penn,2
wortman,2
2/15/18,2
neglected,2
privately-owned,4
headquartered,2
177,2
123rd,2
85,2
vectors,2
embed,2
â€¢finding,2
â€¢creating,4
â€¢corresponding,2
â€¢composing,2
â€¢working,4
independence,9
curiosity,2
launching,8
~6,2
access:,2
bond,8
products/services,8
â€¢launch,6
lenders,4
education:,2
aspiring,2
consume,2
pro-bono,4
train/inform,2
value-add,2
â€¢additional,4
90-day,4
"$48,371 ",2
"$65,585 ",2
annum,6
"2.	inspect",2
gages,2
"3.	survey",2
"4.	rebuild",2
"5.	reset",2
recalibrate,2
"6.	repair",2
"8.	respond",2
"9.	trouble-shoot",2
4:30,2
respirator,26
acf2,14
caâ€™s,2
tso,2
ispf,2
jcl,2
sequential,2
ims,2
ca-scheduler,2
jes2,2
removed,4
certificatesâ·,2
product'education,2
conforming,2
amplify,6
rooted,4
contemporary,2
injustices,2
racial,28
gender,20
race,20
lgtbq,2
overview:,4
evaluator,4
"o	staff",2
"o	all-staff",2
"o	core",2
"o	workgroup",2
"o	administrative",2
"o	other",2
"â€¢	carefully",2
cio/deputy,2
monthlies,2
informatively,2
pre-book,2
upload,4
diitt's,4
org,2
hr's,2
coordinator:,2
brown,2
bag,2
holiday,6
affair's,2
oea's,2
centralizing,2
center's,2
slides,4
positioning,2
eam,2
buying,4
vendor/providers,2
enters,5
rehabilitative,8
racial/ethnic,6
mhy,8
wellbeing,2
prevention/promotion,2
lgu,2
short-term,12
coordinator(s,2
convenings,6
summit,2
midst,2
"â€¢	foster",2
"â€¢	promote",7
stewardship,2
"â€¢	organize",13
scout,2
troops,2
clubs,5
gardeners,13
"â€¢	author",2
layperson-friendly,2
